Kategorie,Titel,Inhalt
Linktipps,Global Learning Landscape 2021,"In einem Blog-Beitrag von Holon IQ (2021) haben wir von einer sehr anschaulichen und innovativen Taxonomy der Zukunfts des Lernens erfahren. Auf Basis von 10 Kategorien (z.B. Knowledge & Content, Education Management, Learning Support) wurde ein Periodensystem-ähnliches Model erstellt, welches sämtliche digitale Hilfsmittel und Ressourcen für die Zukunft des Lernens zusammenfasst. Drückt man beispielsweise auf das Kästchen “Teacher” (TR, Kategorie “Learning Support”), gelangt man zu einer Auflistung diverser ditaler Hilfsmittel für Lehrer/innen und Lehrende oder in der jetzigen Situation: für Eltern im Lock-Down fürs Home-Schooling. Die Seite bietet einfach zu findende, kuratierte und kontextualisierte Inhalte für den Unterricht - und spart so Hunderte von Stunden für..."
Linktipps,Methoden zur effektiveren Gestaltung von E-Postern,"Auf akademischen Konferenzen wird das Thema E-Poster immer relevanter, denn es ist gar nicht mehr so unüblich, dass Forschende ihre Vorhaben in sogenannten ""Poster-Sessions"" präsentieren. Wir finden es eine recht innovative Möglichkeit in einer begrenzten Zeit Forschungsvorhaben anschaulich rüberzubringen. Besonders in der jetzigen Home-Office Zeit, können E-Poster eine erfrischende Abwechslung zu den langatmigen Power-Point-Präsentationen via Videokonferenzen darstellen. Folgendes Video hat sehr konkrete Tipps, sowohl inhaltlich als auch optisch, für die bessere Gestaltung von Forschungspostern zusammengefasst: [embed]https://www.youtube.com/watch?v=AwMFhyH7_5g[/embed] Wir, am Lehrstuhl, benutzen sehr gerne das Tool CANVA zur Gestaltung von visuellen Hilfsmitteln. Die Benutzung ..."
Linktipps,Zurück ins Büro? Mit diesen Veränderungen könnte es gehen (trotz Corona),"Nach monatelanger Arbeit von zu Hause aus sind einige Unternehmen gespannt darauf, ins Büro zurückzukehren - und viele Remote-Mitarbeiter können es kaum erwarten, wieder aus dem Haus zu kommen. Aber da die Fallzahlen immer weiter ansteigen, beschäftigen sich die Arbeitgeber immer mehr mit der präventiven und alternativen Planung. Wann wird es sicher sein, wieder zur Arbeit zu gehen, und wenn es soweit ist, wie sollen die Büros aussehen? Wie sollten sie funktionieren, vor allem, wenn Millionen von Menschen planen, weiterhin aus der Ferne zu arbeiten? Die Designfragen werden immer zahlreicher. Da ist zunächst einmal die Sicherheit. Wie viele Personen sind in einem Aufzug? Wie sieht es mit der Kontaktverfolgung aus? Auch Fairness ist ein Thema: Können Arbeitsbereiche digitale Mitarb..."
Linktipps,Studie – Digital Transformation Index 2020 von Dell Technologies,"Der neue Report zur Digitalen Transformation von Dell Technologies ist im Sommer 2020 erschienen. Dieser umfasst eine Studie mit über 4300 Führungskräften aus der ganzen Welt, um die Transformationsbemühungen ihrer Unternehmen zu analysieren. Insgesamt deckt der Report 18 verschiedene Länder und 12 Industrien ab. Der Dell Technologies Digital Transformation Index (DT-Index) ist eine globale Benchmark, die den Stand der digitalen Transformation der Unternehmen weltweit darlegt und aufzeigt, wie sich die Unternehmen der unterschiedlichsten Industrien diesem digitalen Zeitalter anpassen. Diese Ausgabe ist nun schon die dritte des DT-Index und umfasst zusätzlich eine Analyse bzw. Momentaufnahme der letzten Monate und zeigt wie die Unternehmen mit der Covid19-Pandemie in Bezug auf die Dig..."
Linktipps,360-Grad Bilder und VR-Brillen erklärt von der Maus,"Wir haben interessante Video-Beiträge (zwischen 3 und 20 Minuten) auf der Seite mit der Maus entdeckt. Gerne würden wir Ihnen ein Spezielles hier vorstellen. Wie einzelne Fotos mit einer speziellen Software „zusammengenäht“ (engl.: gestiched) werden können, und was das mit dem Kölner Dom auf sich hat, wird im folgenden Video deutlich: Quelle: https://www.wdrmaus.de/filme/sachgeschichten/360_grad.php5 In diesem Video wird auch sehr anschaulich die Funktion von VR-Kameras erklärt. Wir finden das Video spannend, auch für Erwachsene. Ein Blick auf die Seite mit der Maus lohnt sich also allemal. Auf der Seite mit der Maus sind noch weitere Beiträge zu aktuellen Technologien zu finden. Ausserdem können Kinder und Jugendliche (aber auch wir) mit der Maus spielerisch Programmiere..."
Linktipps,Learning Analytics – Das Lernen der Zukunft basiert auf Smart Data,"Am 23. November 2020 findet die Learning Innovation Konferenz zum ersten Mal online statt - Prof. Dr. Andrea Back ist im Beirat dieser Konferenz. Gerne möchten wir Ihnen einen Einblick in die Themen und das Programm geben. Die Teilnahme ist kostenlos. Die LEARNING INNOVATION hat sich zum Ziel gesetzt, Innovationen im Lernen zu entdecken, zu reflektieren und zu praktizieren. Die Konferenz präsentiert relevante und neue, businessorientierte Lehr- und Lernformen und beobachtet stets den Horizont der laufenden und kommenden Entwicklungen.  Die 11. Learning Innovation Konferenz wird sich mit dem Thema Learning Analytics beschäftigen und Expert*innen aus verschiedenen Fachbereichen zusammenbringen. In Keynotes und weiteren Vorträgen werden 6 zentrale Fragen beantwortet: Warum ist Anal..."
Linktipps,Management Weiterbildung – Megatrends sprechen für Aufwind,"Viele Unternehmen unterstützen Ihre Mitarbeitenden bei berufsbegleitenden Masterprogrammen und anderen Weiterqualifizierungen. In Krisen wird aber bekanntlich bei der Weiterbildung gespart. Die aktuelle Corona-Krise lässt einen ein- bis dreijährigen Einbruch im Management-Weiterbildungsmarkt erwarten. Doch in den USA gab es schon zuvor rückläufige Zahlen bei Teilnehmenden von MBA-Programmen (Quelle: Forbes, Feb. 17, 2019)  Ist das ein genereller und anhaltender Trend weltweit, der durch Wirtschaftskrisen nur noch verschärft wird? Drei Megatrends sprechen dagegen.  Gute Aussichten also für die Zukunft und ein Beleg, dass Weiterbildung sich als robuster Markt erweist und ein wachsendes Betätigungsfeld sein wird. Robust heisst aber nicht «wie gehabt», sondern längst ist..."
Linktipps,Digital Storytelling – möglicher Einsatz im Bildungskontext,"Anstatt eine Geschichte, bzw. etwas Erlebtes zu erzählen oder in Form eines Textes niederzuschreiben, wie beim traditionellen storytelling, bedient sich das digital storytelling an digitalen Hilfsmitteln. So werden beispielsweise beim digital storytelling computergestützte Texte, Bilder, Video- und Audioaufnahmen, Musik und Animationen verwendet. (O’Byrne et al., 2018, S.2) Gemäss einer Studie von O’Byrne et al. (2018) ist digital storytelling eine hervorragende pädagogische Gelegenheit, Kindern etwas beizubringen und sie mit den neuen Technologien vertraut zu machen. Speziell bei Kleinkindern helfen die Elemente des digital storytellings akademische Fähigkeiten zu entwickeln und die Kinder zum Lernen zu motivieren. Die digitalen Geschichten können ortsunabhängig genutzt und bea..."
Linktipps,Kleines E-Learning Glossar,"Mit dem Start ins neue Schuljahr und Unisemester scheinen die Artikel und Studien zum E-Learning nur so aus dem Boden zu spriessen.  Der Umgang mit digitalen Medien im Bildungskontext hat sich durch die neuartige Situation um einiges verändert. Auch wir an der Universität haben uns neue Formen des E-Learnings angeeignet, um den Studierenden das bestmögliche Lernerlebnis, trotz Lock-Down und Quarantäne bieten zu können. Viele der herausgebrachten Erfahrungsberichte, Studien und Interviews beinhalten unterschiedlichste Fachwörter in Bezug auf E-Learning. Damit auch wir die richtigen Begriffe im richtigen Kontext verwenden, haben wir folgendes Glossar als hilfreich empfunden und empfehlen es gerne weiter. Das Glossar beinhaltet Begriffe wie adaptives Lernen, blended learning und Kh..."
Linktipps,E-LEARNING SO GEFRAGT WIE NOCH NIE,"Sponsored Post. Seitdem Unternehmen vermehrt auf Homeoffice zurückgreifen, hat die Digitalisierung massiv an Fahrt aufgenommen. Während E-Learning früher noch hauptsächlich in den Grosskonzernen dieser Welt als Luxusgut eingesetzt wurde, wird es mittlerweile und gerade durch die Corona-Krise in der Mehrzahl aller Unternehmen – egal welcher Grösse oder Branche – eingesetzt. Tendenz steigend. Aufgrund von Corona hat E-Learning einen riesigen Aufschwung erlebt. Von heute auf morgen waren die Unternehmen gezwungen umzudenken und den Grossteil ihres geschäftlichen Alltags digital abzubilden. Viele sind immer noch überrascht, welche Vorteile sich dadurch plötzlich bieten. «In den letzten Monaten ist ganz deutlich geworden, wie unverzichtbar und wertvoll digitale Lösungen für die..."
Linktipps,4 Tipps für die Einbindung von Videos in die Lehre – eine Studie mit Ergebnissen von vor Covid19,"In einem Bericht des JISC (Joint Information Systems Committee) wurden kürzlich Ergebnisse einer Umfrage veröffentlicht, die das digitale Lernerlebnis von Schülern & Schülerinnen und Studierenden behandelt. Die Umfrage wurde zwischen Oktober 2019 und Mai 2020 durchgeführt, wobei die Mehrheit (90%) der Befragten die Umfrage vor dem Lockdown im Vereinigten Königreich ausgefüllt hat. Insgesamt haben 39.712 Studierende aus 64 Organisationen (sowohl weiterführende als auch höhere Bildungseinrichtungen) an dieser Umfrage teilgenommen. Die Website Media & Learning hat mehrere Tipps für die Einbindung von Videos in die Lehre aus dem Bericht zusammengefasst, die wir im Folgenden verkürzt darstellen. Den kompletten Bericht können Sie HIER herunterladen. Tipp 1: Vorles..."
Management Tools,Global Learning Landscape 2021,"In einem Blog-Beitrag von Holon IQ (2021) haben wir von einer sehr anschaulichen und innovativen Taxonomy der Zukunfts des Lernens erfahren. Auf Basis von 10 Kategorien (z.B. Knowledge & Content, Education Management, Learning Support) wurde ein Periodensystem-ähnliches Model erstellt, welches sämtliche digitale Hilfsmittel und Ressourcen für die Zukunft des Lernens zusammenfasst. Drückt man beispielsweise auf das Kästchen “Teacher” (TR, Kategorie “Learning Support”), gelangt man zu einer Auflistung diverser ditaler Hilfsmittel für Lehrer/innen und Lehrende oder in der jetzigen Situation: für Eltern im Lock-Down fürs Home-Schooling. Die Seite bietet einfach zu findende, kuratierte und kontextualisierte Inhalte für den Unterricht - und spart so Hunderte von Stunden für..."
Management Tools,Unsere Empfehlung: Online Brainstorming Tool „Miro“,"Die kollaborative online Plattform „Miro“ ermöglicht es Teams live und digital zu brainstormen. Wir haben das Tool für die Forschung getestet und sind sehr begeistert. Im Folgenden finden Sie sechs Use Cases, die wir für die Verwendung von Miro herausgearbeitet haben: 1) Effektivere Meetings gestalten: Mit Miro lassen sich (agile) Workflows visuell sehr gut darstellen. Visuelle Workflows können  zu einer effizienteren Meeting-Kultur beitragen. Die Ergebnisse sind direkt online für jeden zu sehen und können für weitere To-Dos bequem weiterverwendet werden. 2) Bessere Notizen in der Vorlesung: Klassische lineare Notizen sind für das Lernen meistens unbrauchbar. Mithilfe von digitalen Mindmaps können komplexe Prozesse und Inhalte aus der Vorlesung leicht verständlich visualis..."
Management Tools,Clockify – ein Zeiterfassungssystem für projektübergreifende Teams,"Wir alle kennen die Tage, an denen wir gefühlt an 50 verschiedenen Projekten arbeiten und 70 verschiedene Teams dafür managen müssen. Meistens ist es dann noch sehr schwierig den Überblick darüber zu behalten, wie viele Stunden die Mitarbeiter / Teammitglieder und auch man selbst an den jeweiligen Projekten gearbeitet hat. Die Zeitverwaltungssoftware Clockify möchte in diesen Situationen Hilfestellung leisten. Clockify ist ein digitales Zeiterfassungssystem, mit dem Sie und Ihr Team die Arbeitsstunden projektübergreifend nachverfolgen können. Über ein sehr einfaches Dashboard kann jeder Nutzer seine zuständigen Projekte angeben (Beispiel: Projekt IoT, Mails beantworten, Projekt Mobile Business) und diese dann über eine Timerfunktion Sekundengenau tracken. Clockify bietet zusät..."
Management Tools,«Microsoft Teams»: eine Vereinigung von bisher separaten Teamarbeitstools,"Es ist heute offensichtlicher denn je, dass die Tage der Arbeit in einem speziellen Bürobereich hinter uns liegen. Auch bei uns am Lehrstuhl von Prof. Dr. Andrea Back sind wir mit mehreren studentischen Mitarbeitern und ortsentfernten Projektarbeiten immer mehr auf eine effektive Fernarbeit angewiesen. Mit Microsoft Teams hat der Weltkonzern einen Dienst entwickelt, der die Funktionen von überwiegend textbasierten Diensten – wie Slack - mit Video- und Audiokonferenzdiensten mehr nach dem Muster von Zoom kombiniert. Das Endergebnis ist eine funktionsübergreifende Lösung, die es ermöglicht vielschichtige Online-Meetings durchzuführen. Microsoft selbst beschreibt den Dienst als eine digitale Übersetzung einer offenen Bürofläche und möchte somit, wie alle Team-Chat-Tools, Mit..."
Mobile Business,“Business-Thinking”-Fokus im Master-Kurs,"In diesem Jahr haben wir unseren Kurs «8,010: Smart IoT & Mobile Business Solutions mit Design und Business Thinking umsetzen» für unsere Masterstudierenden im Master of Business Innovation (MBI) um das «Business Thinking» erweitert. Mit unserer HSG-BWL-Stärke und dem MBI-Fokus auf das Thema Geschäftsmodellinnovation freuen wir uns über diese passende Erweiterung. Studierende können sich somit in unserem Kurs zwei wesentliche Kompetenzen aneignen. Erstens lernen Sie prototypisch neue Produkte und/oder Dienstleistungen zu innovieren und zweitens die dahinterstehenden Geschäftsmodelle mit Fokus auf die Einnahmequellen und passenden Go-to-Market-Strategien zu entwickeln. Ausserdem haben wir die Vorlesung didaktisch neu aufbereitet, was das Lernerlebnis von Studierenden besonders..."
Mobile Business,Noch einen Monat: Reichen Sie bis zum 12.3 Ihre Smart IoT oder Mobile Business Solution ein und nehmen Sie am Forum Day 2021 teil,"Freuen Sie sich mit uns gemeinsam auf den nächsten Smart IoT & Mobile Business Forum Day. Das Event wird am 20. Mai 2021 im stattfinden – wir arbeiten darauf hin, dass wir das Event nicht ganz ohne Präsenz, sondern in einem Hybridformat durchführen können. Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmenden ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten. Ab sofort können Sie Ihre Lösungen und Projekte hier einreichen: https://mbforum.iwi.unisg.ch/einreichungsformular/. Sie sind IT-Dienstleister und möchten unseren Forum Day als Plattform nutzen, um Einblick in Ihr Lösungsportfolio oder IoT/Mobile Use Case zu geben? V..."
Mobile Business,Jetzt Einreichen oder Workshop-Partner werden,Freuen Sie sich mit uns gemeinsam auf den nächsten Smart IoT & Mobile Business Forum Day. Das Event wird am 20. Mai 2021 im Empa Nest stattfinden. Hier geht’s zum Save the Date! Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmenden ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten. Ab sofort können Sie Ihre Lösungen und Projekte hier einreichen: https://mbforum.iwi.unisg.ch/einreichungsformular/. Wir freuen uns auf Ihre Einreichungen!! Sie unterstützen Kundenprojekte und möchten gerne Einblick in Ihr gesamtes Lösungsportfolio für IoT- oder Mobile-Anwendungen geben? Vielleicht wäre ein Partner-Works...
Mobile Business,Save the Date! Am 20. Mai 2021 findet der nächste Smart IoT & Mobile Business Forum Day statt.,"Es ist wieder soweit. Die Vorbereitungen für unseren alljährlichen Smart IoT & Mobile Business Forum Day haben begonnen. Die Award-Gewinner im letzten Jahr waren Felfel in der Kategorie Smart IoT und Incloud in der Kategorie Mobile Business. Der nächste Event wird am 20. Mai 2021 im Empa Nest stattfinden. Hier geht’s zum Save the Date! Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmenden ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten. Freuen Sie sich also auch im nächsten Jahr spannende Gespräche mit fortschrittlichen Denkern und digitalen Machern, die Innovationen in der Schweiz und weltweit vorantreiben, zu erleben. Wie..."
Mobile Business,Ein Rückblick auf den Forum Day 2020: Smart IoT & Mobile Business,"Der diesjährige Forum Day wurde online über Zoom durchgeführt. Im Finale am 1. Sept. wurden 9 spannende Einreichungen präsentiert und ausgiebig mit der Jury diskutiert. Im Anschluss an die Präsentationen versammelte sich die Jury, um die zwei Award-Gewinner zu bestimmen, die anschliessend vor allen anderen Teilnehmern in der Online-Veranstaltung bekannt gegeben wurden. Der Gewinner in der Kategorie «Smart IoT» ist die FELFEL AG mit ihrem smarten Kühlschrank NAMAK für die verbesserte Bereitstellung frischer Mahlzeiten am Arbeitsplatz. In der Kategorie «Mobile Business» ging der Award an die Incloud Engineering GmbH mit ihrer mobilen Applikation StripScan für die verbesserte Diagnose von Teststreifen (z.B. Messen der Wasserqualität). Weitere Informationen erhalten Sie auf unsere..."
Mobile Business,High-Resolution Prototyp für das Gesundheitswesen,"In diesem Frühjahrssemester haben unsere Masterstudierenden in unserem Kurs zu «Smart IoT & Mobile Business» vier High-Resolution-App-Prototypen entwickelt. Die Projekte wurden in den Bereichen Gesundheitswesen, Landwirtschaft, Coaching und Sport durchgeführt. Zum Beispiel hat das Team in der Kategorie Gesundheitswesen eine Lösung namens «Physio Care» konzipiert. Die Lösung bringt den Menschen eine individuell zugeschnittene Physiotherapie nach Hause. Wie das funktionieren soll? Die Studierenden haben die gesamte Physiotherapie-User-Journey einiger Patienten beobachtet. Dabei haben sie viele Touchpoints identifiziert, die digitalisiert werden können und dadurch transparenter und effektiver gestaltet werden können. Für die Lösungsentwicklung wurden die 5 Prozessschritte des ..."
Mobile Business,Forum Day 2020 Updates,Gute Neuigkeiten! Der Entscheid des BAG vom 27.05 erlaubt ab sofort Events mit bis zu 300 Leuten unter der Voraussetzung von Schutzkonzepten. Für unser Event am 1. September rechnen wir mit einer Teilnehmeranzahl von ca. 50 bis 70 Leuten. Somit kann unser Team nun mit der Feinplanung für den Forum Day 2020 beginnen. Freuen Sie sich also zusammen mit uns auf einen Tag voller spannender Lösungen und Technologien sowie Networking- und Austauschmöglichkeiten. Interessiert? Dann besorgen Sie sich gerne HIER ein Ticket. Alle Informationen zum Forum Day und dem Programm finden Sie auf unsere Website: https://mbforum.iwi.unisg.ch/....
Mobile Business,Bekanntgabe der nominierten Lösungen des Forum Day 2020,"Am 8. April 2020 hat unser Jurytag 2020 online über Zoom stattgefunden. Unsere erfahrene Jury hat bei einer regen und sehr fundierten Diskussion die neun nominierten Lösungen bestimmt. Die nominierten Unternehmen für den Mobile Business Award sind: DEKRA, Incloud Engineering und Pelican. Für den Smart IoT Award wurden folgende Unternehmen nominiert: Avelon, Felfel, ISS, Karma, Live Track und Weidmüller. Eine kurze Übersicht über die Lösungen der nominierten Unternehmen finden Sie unter Programm. Wir sind sehr gespannt die Nominierten bei ihren Pitches am Forum Day kennenzulernen. Basierend auf den Pitches der Nominierten werden die finalen Gewinner für jeweils den Smart IoT und Mobile Business Award direkt am Forum Day von unserer Jury vor Ort bestimmt. Noch einmal zur Erinneru..."
Mobile Business,Die Jurierung der eingereichten Lösungen für den Forum Day 2020 ist abgeschlossen,Am 8. April 2020 hat unser Jurytag 2020 online über Zoom stattgefunden. Unsere erfahrene Jury hat bei einer regen und sehr fundierten Diskussion die nominierten Lösungen bestimmt. Insgesamt gab es 16 Einreichungen. Besonderer Fokus lag bei der Jurierung auf dem Business Value der jeweiligen Lösungen. Im nächsten Mai-Newsletter werden Sie die Auflistung der Nominierten jeweils aus dem IoT und Mobile Business Bereich erfahren.  Wir sind sehr gespannt die Nominierten bei ihren Pitches am Forum Day kennenzulernen. Individuelles Feedback unserer Jury bekommen die Nominierten und Nicht-Nominierten persönlich per Mail zugeschickt. Wir bedanken uns ganz herzlich bei unserer engagierten Jury und freuen uns alle persönlich am Forum Day zu sehen. Auch für den Forum Day haben w...
Mobile Business,Welche Trends werden in drei Jahren das digitale Lernen und die Weiterbildung bestimmen?,"Googelt man das Stichwort ""digitales Lernen"", so ist der Phantasie keine Grenzen gesetzt: die innovativsten Ansätze mit Künstlicher Intelligenz und Co. werden für die Zukunft prognostiziert. Doch mit welchen digitalen Weiterbildungstools können wir in den nächsten drei Jahren wirklich rechnen? Das mmb-Institut hat im Februar eine neue Trendstudie zu diesem Thema veröffentlicht, die auf einer Befragung von über 60 Experten und Expertinnen aus dem Feld ""digitales Lernen"" basiert. Wir haben uns diese genauer angeschaut und die drei spannendsten Prognosen hier zusammengefasst: (1) Sehr spannend war die Frage nach den zukunftsträchtigsten Lernformen: Erklärvideos haben hier mit 94% klar gewonnen. Doch auch Blended Learning, was soviel wie die Mischung von Präsenzlernen und ..."
Mobile Business,Forum Day und Jurytag sind auf unbestimmte Zeit verschoben,"Die aktuellen Entwicklungen rund um das neuartige Coronavirus sind außergewöhnlich und betreffen uns alle. Daher haben wir uns dazu entschieden sowohl den Jurytag (3.4) als auch den Forum Day (14.5) zu verschieben. Da es aktuell nicht absehbar ist, wie lange diese aussergewöhnliche Situation andauern wird, werden wir keine konkreten Ausweichtermine nennen. Sobald die Situation wieder planbarer wird, werden wir mögliche Termine an Sie kommunizieren. Wir hoffen, dass wir alle gesund und munter bleiben und uns vorbildlich verhalten, sodass die Ausbreitung des Virus möglichst stark verlangsamt wird. Für Fragen oder Anregungen steht Christian Marheine Ihnen gerne zur Verfügung (christian.marheine@unisg.ch)."
Mobile Business,Noch bis zum 3. März Ihre Lösung einreichen und den Smart IoT oder Mobile Business Award 2020 gewinnen,"Das Institut für Wirtschaftsinformatik der Universität St.Gallen verleiht am 14. Mai 2020 die Smart IoT & Mobile Business Best Practice Awards im NEST im Raum Zürich. Ausgezeichnet werden softwarebasierte Anwendungen, die auch ihren hohen «Business Value» aufzeigen können und somit Geschäftsprozesse verbessern und/oder neue Geschäftsmodelle ermöglichen. Diesen Sommer erhielten Midor und Phonak/Sonova die Awards – einen Rückblick auf alle Award-Gewinner seit 2014 findet sich hier. Reichen Sie jetzt Ihre Smart IoT oder Mobile Business Lösung ein und erhalten Sie automatisch ein Gratisticket für den Forum Day 2020! Hier geht es zum Einreichungsformular! Die Einreichungsfrist ist Di 3. März 2020. Möchten Sie als Besucher an dem Forum Day 2020 teilnehmen..."
Praxisprojekt,Neues Projekt mit Smartfeld: filMINT für Kinder und Jugendliche,"Nach der am WEF 2020 vorgestellten OECD Studie «Dream Jobs» sehen Jugendliche ihre Zukunft überwiegend in traditionellen Berufen. Hinsichtlich zukunftsträchtiger und von der Digitalisierung geprägten Berufe müssen Berufsbilder also bekannter werden, um auch die Berufswünsche vermehrt zukunftsorientiert auszurichten. Aus diesem Grund erarbeiten wir in Zusammenarbeit mit Smartfeld, dem Bildungslab des Innovationsnetzwerkes Startfeld, ein Workshop-Konzept für Schülerinnen und Schüler (SuS), um den emotionalen Zugang zu unbekannten, digitalen Berufen im MINT-Bereich zu ermöglichen. In diesem Lernerlebnis werden SuS deshalb - in einem möglichst authentischen Berufsumfeld - solche Personen mit ihren Projekten und Tätigkeiten in kurzen Videodokumentationen porträtieren. Diese Video..."
Praxisprojekt,High-Resolution Prototyp für das Gesundheitswesen,"In diesem Frühjahrssemester haben unsere Masterstudierenden in unserem Kurs zu «Smart IoT & Mobile Business» vier High-Resolution-App-Prototypen entwickelt. Die Projekte wurden in den Bereichen Gesundheitswesen, Landwirtschaft, Coaching und Sport durchgeführt. Zum Beispiel hat das Team in der Kategorie Gesundheitswesen eine Lösung namens «Physio Care» konzipiert. Die Lösung bringt den Menschen eine individuell zugeschnittene Physiotherapie nach Hause. Wie das funktionieren soll? Die Studierenden haben die gesamte Physiotherapie-User-Journey einiger Patienten beobachtet. Dabei haben sie viele Touchpoints identifiziert, die digitalisiert werden können und dadurch transparenter und effektiver gestaltet werden können. Für die Lösungsentwicklung wurden die 5 Prozessschritte des ..."
Praxisprojekt,Fortschrittsverfolgung der Digitalen Transformation im Unternehmen – ausgehend von Digitale Reife Assessments,"Die grösste kommunale Hausverwaltung Europas, Wiener Wohnen (WrW), verwaltet, saniert und bewirtschaftet in enger Zusammenarbeit mit der Stadt Wien 220`000 Gemeindewohnungen. Nach einem Klärungsworkshop vor Ort mit dem Digital Office machten wir uns zusammen mit einem studentischen Projektteam an die Arbeit, Anhand von Marktanalysen und Interviews mit Branchenvertretern wurde ein Modell zur digitalen Reifegradbestimmung entwickelt, das spezifisch auf die Bedürfnisse von WrW und dieser Branche zugeschnitten ist. Um es als Management-Instrument zur Fortschrittsverfolgung der Digitalen Reife einsetzen zu können, ist es um eine Auswahl an Key Performance Indikatoren für die verschiedenen Handlungsfelder ergänzt. In jährlichen Retrospektives und Iterationen soll es angepasst und weiteren..."
Praxisprojekt,"45 Vorschläge, wie ein Garagenbetrieb effizienter wird – Studierende analysieren die «Autowerkstatt der Zukunft»","Von der Terminvereinbarung über die Reparatur des Fahrzeugs bis zum Versand der Rechnung: Werkstattprozesse bei Garagsiten laufen überall in etwa gleich ab. Doch neue Technologien haben das Potenzial, diese Prozesse zu vereinfachen und zu beschleunigen. Unsere Masterstudierende Fabienne Rudolf, Michèle Odermatt, Pascal Inauen und Sophie Stopp haben sich im Rahmen eines unserer Forschungs-, Praxis-, oder Venture-Projekte (kurz FPV) mit den Prozessen in einer Autowerkstatt und mit digitalen Technologien beschäftigt und konkrete Ideen für eine Autowerkstatt der Zukunft entworfen. Auftraggeber der Studie war der Automobil Gewerbe Verband Schweiz (kurz AGVS). Federführend beim AGVS war der Bereich Branchenvertretung unter der Führung von Markus Aegerter. Die Leitung seitens HSG hatten A..."
Praxisprojekt,DayCatcher: Achtsamkeits-Training in der Digitalen Welt,"Sommer in St. Gallen. Während die Studierenden im Urlaub ihre Akkus aufladen, arbeitet unser Lehrstuhl zusammen mit einer frisch gegründeten Plattform an einem ähnlichen Ziel. DayCatcher bietet Nutzenden ein digitales Achtsamkeits-Tagebuch, um aufmerksamer durchs Leben zu gehen. Dies fördert Zufriedenheit, Dankbarkeit und Widerstandsfähigkeit im Alltag. Vielleicht können diese Praktiken auch uns im akademischen Alltagsstress helfen, sodass die über den Sommer aufgeladenen Akkus lange halten. Unser Beratungsprojekt beinhaltet die Erarbeitung und Implementierung eines Marketing- und Growthkonzepts. Auf unsere Empfehlung hin, entstand unter anderem eine Markenbotschafter-Strategie, bei dem Yoga- und Meditationsblogger die Plattform bekannt machen und in ihre Trainingspläne einb..."
Praxisprojekt,Insights aus unseren studentischen Projekten,In diesem Semester betreute unser Lehrstuhl erneut verschiedene studentische Projekte im so gennanten Forschungs-Praxis-Venture Format des Masters für Business Innovation. In diesem Artikel möchten wir Ihnen einen kurzen Überblick über die durchgeführten Projekte geben. Digitalisierung im Versicherungsmarkt mit Namics – A Merkle Company In der Versicherungsbranche nimmt der Digitalisierungsdruck immer mehr zur. In einer von drei Masterstudierenden durchgeführten Versicherungsstudie wurden 18 Hausratsversicherungsprodukte in der Schweiz und in Deutschland hinsichtlich ihres Digitalisierungsgrades im Abschluss- und Onboardingprozess untersucht. Zusätzlich wurden mit Hilfe einer heuristischen Evaluation die Kundenerfahrung bewertet. Auf Basis dieser Daten erhielt Namics ein Bil...
Praxisprojekt,Forum Day: Rückblick auf den «Smart IoT & Mobile Business Award»,"Fazit. Der Forum Day 2019 war ein spannendes, interaktives Event bei der Forschung und Praxis zusammenkamen und sich austauschten. Im Mittelpunkt standen die Lösungen der Unternehmen, die es auf die Shortlist geschafft hatten und somit für einen Award nominiert waren. Durch die vorgestellten Projekte konnten alle Teilnehmer Ihren Horizont auf mobile sowie IoT Lösungen erweitern. Ein zentrales Thema war die Datenverarbeitung und die daraus resultierenden Effizienzsteigerungen mit Hilfe verschiedener Lösungen. Projekte, die mit Hilfe von Daten neue, innovative Geschäftsmodelle präsentierten, waren eher selten. Das zeigt, dass Datenverarbeitung heute zum Grossteil dafür genutzt wird Prozesse zu optimieren und nicht das Rad neu zu erfinden. Die Eröffnung. Am 6. Juni 2019 haben wir v..."
