Title,Content Preview,Category
Konfrontiert mit einer Flut von Kooperationsanfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung,"
                    Im Rahmen seiner Dissertation haben Arne Grüttner, der Masterand Thomas Braschler und Prof. Dr. Andrea Back ein IT-Tool konzipiert, das Sportorganisationen dabei unterstützt, die grosse Anzahl von Kooperationsanfragen initial automatisiert zu bewerten und nachgelagerte Arbeitsschritte zu optimieren.

Der vollständige Artikel kann HIER gelesen werden.									",Kategorien Archiv: Lehrstuhlnachrichten
Save the Date! Am 20. Mai 2021 findet der nächste Smart IoT & Mobile Business Forum Day statt.,"
                    Es ist wieder soweit. Die Vorbereitungen für unseren alljährlichen Smart IoT & Mobile Business Forum Day haben begonnen. Die Award-Gewinner im letzten Jahr waren Felfel in der Kategorie Smart IoT und Incloud in der Kategorie Mobile Business. Der nächste Event wird am 20. Mai 2021 im Empa Nest stattfinden. Hier geht’s zum Save the Date!

Unser Smart IoT & Mobile Business Day ist dafür bekannt allen Teilnehmenden ein breites Rahmenprogramm mit spannenden Einblicken in die aktuellsten Themen und Technologien Rund um das Internet der Dinge (IoT) und mobile Geschäftsanwendungen zu bieten.

Freuen Sie sich also auch im nächsten Jahr spannende Gespräche mit fortschrittlichen Denkern und digitalen Machern, die Innovationen in der Schweiz und weltweit vorantreiben, zu erleben. Wie...									",Kategorien Archiv: Lehrstuhlnachrichten
Call for Papers: WuM Heft Themenschwerpunkt «Digitale Plattformen und Ökosysteme»,"
                    Unser Lehrstuhl wirkt bei der Herausgabe der Zeitschrift «Wirtschaftsinformatik und Management» mit, welche im Frühjahr 2021 zum Schwerpunktthema «Digitale Plattformen und Ökosysteme» erscheint.
Digitale Plattformen sind in der Praxis hoch relevant und sind in den letzten Jahren auch zu einem beliebten Forschungsthema von Wissenschaftler/innen aus den Bereichen Betriebswirtschaft, Strategie, Marketing, Recht und Informatik geworden. Ausserdem bilden Plattformunternehmen wie Apple, Microsoft, Amazon und Alphabet mit einer Marktkapitalisierung von jeweils über einer Billion US-Dollar heute die wertvollsten Unternehmen der Welt. Die Machtverlagerung von klassischen Pipeline-Organisationen hin zu digitalen Plattformen zeigen die neue Realität der Plattform-Ökonomie. Hinzu kommt, dass ...									",Kategorien Archiv: Lehrstuhlnachrichten
Erfolgsfaktoren für digitale Solutions: Wie steht es um die Innovationskultur in Ihrem Unternehmen?,"
                    Im Rahmen ihrer Masterarbeit, hat Julia Lötscher ein Assessment zur Evaluation der Erfolgsfaktoren für digitale Solutions entwickelt. Die Ergebnisse ihrer Arbeit sind im Mai 2020 in einem «Wirtschaftsinformatik & Management» (WuM) Artikel veröffentlicht worden.

«Digitale Solutions wie beispielsweise mobile Applikationen zeichnen sich durch einen modularen Aufbau aus und kommen in umfangreichen Business-Ökosystemen zur Anwendung. Zudem erfolgt die Entwicklung digitaler Solutions in iterativen Prozessen, wofür insbesondere agile Entwicklungsmethoden eingesetzt werden. Aufgrund dieser Spezifika unterscheidet sich die Ausgestaltung einer Innovationskultur, die den Erfolg digitaler Solutions fördert, vom bisher allgemeinen Verständnis von Innovationskultur. Der Artikel prä...									",Kategorien Archiv: Lehrstuhlnachrichten
Ein Rückblick auf den Forum Day 2020: Smart IoT & Mobile Business,"
                    Der diesjährige Forum Day wurde online über Zoom durchgeführt. Im Finale am 1. Sept. wurden 9 spannende Einreichungen präsentiert und ausgiebig mit der Jury diskutiert. Im Anschluss an die Präsentationen versammelte sich die Jury, um die zwei Award-Gewinner zu bestimmen, die anschliessend vor allen anderen Teilnehmern in der Online-Veranstaltung bekannt gegeben wurden. Der Gewinner in der Kategorie «Smart IoT» ist die FELFEL AG mit ihrem smarten Kühlschrank NAMAK für die verbesserte Bereitstellung frischer Mahlzeiten am Arbeitsplatz. In der Kategorie «Mobile Business» ging der Award an die Incloud Engineering GmbH mit ihrer mobilen Applikation StripScan für die verbesserte Diagnose von Teststreifen (z.B. Messen der Wasserqualität). Weitere Informationen erhalten Sie auf unsere...									",Kategorien Archiv: Lehrstuhlnachrichten
Regierung bewilligt ITBO-Projektauftrag zur Digital-Entrepreneurship-Werkstatt,"
                    Die St.Galler Regierung hat den Projektauftrag für die Weiterentwicklung der Digital-Entrepreneurship-Werkstatt im Zuge der IT-Bildungsoffensive (ITBO) bis 2023 erteilt. Unser Lehrstuhl freut sich sehr, weiter Schulklassen aus St. Gallen und Umgebung für digitale Technologien und Unternehmertum begeistern zu dürfen.

Hier geht es zur Medienmitteilung.									",Kategorien Archiv: Lehrstuhlnachrichten
Neues (altes) Gesicht am Lehrstuhl: Lena-Marie Pätzmann,"
                    Seit dem 1. September verstärkt Lena-Marie Pätzmann als neue Doktorandin unseren Lehrstuhl. Lena wird für einige Leser ein bekannter Autor sein, da sie uns die letzten 1 ½ Jahre als studentische Mitarbeiterin am Lehrstuhl unterstützt hat. Zuletzt hat sie im Bereich Intrapreneurship ihre Masterarbeit geschrieben und damit ihr Masterstudium „Business Innovation“ an der Universität St. Gallen abgeschlossen. Lena hat sich in vergangenen Praktika bei der Allianz, ProSiebenSat.1 und Accenture insbesondere mit den Themen digitale Geschäftsmodellinnovation, Business Intelligence und Corporate Venturing auseinandergesetzt. Aufbauend auf ihre Masterarbeit wird Lena nun weitere Methoden des agilen Innovationsmanagements in Unternehmen beleuchten und analysieren, wie diese zur Entwicklung v...									",Kategorien Archiv: Lehrstuhlnachrichten
"Die Kunst des “Unlearnings”: Der Moment, in dem es “klick” macht","
                    Neulich sah ich in einer Vorlesung das unten angehängte Video, in dem Destin, ein Engineer aus den USA, versucht ein Fahrrad zu fahren - allerdings kein normales Fahrrad, sondern eines, das nach links fährt, wenn man rechts lenkt und umgekehrt. Das Ergebnis: weder Destin noch irgendeine seiner zahllosen Testpersonen schafften es, auch nur wenige Meter mit dem Rad zu fahren (das Video ist trotz dieses Spoilers sehr sehenswert). Dies liegt daran, dass unser Gehirn so sehr an die Fahrweise eines gewöhnlichen Fahrrads gewöhnt ist, dass es fast unmöglich ist, einfach in den neuen Fahrmodus zu wechseln.

Diese Erkenntnis ist interessant auf vielen Ebenen: zum einen zeigt sie den Unterschied zwischen Wissen und Können. Während jeder kognitiv versteht, wie das verkehrte Fahrrad funktionie...									",Kategorien Archiv: Leseempfehlung
Silicon Valley Satire – Mehr als eine Kurzgeschichte,"
                    Über die Manager und ihr Treiben im Silicon Valley kennt man ja nicht so etwas wie Ostfriesenwitze. Aber jetzt gibt es zumindest einen satirischen Roman, frei auf Medium zu lesen: The Big Disruption - A Totally Fictional But Essentially True Silicon Valley Story Eine Aussteigerin gibt zum Besten, was sie als Insiderin mitbekommen hat.

Die Reinigungskraft Arsyen, dort Sanitation Engineer genannt, wird beim Recruiting-Gespräch versehentlich für einen Software Engineer gehalten und eingestellt, ja er avanciert sogar unerkannt zum Product Manager. Der Chef Bobby dieses Unternehmens, einer der digitalen Giganten im Valley, macht in Meetings immer wieder mal seine Yoga-Asanas auf dem Besprechungstisch. Und wie kommt die Autorin nur darauf: Der ""Head Engineer"" Gregor kommt von der Uni Liech...									",Kategorien Archiv: Leseempfehlung
Meet-up-Spirit für effektive Meetings,"
                    Eine Leseempfehlung, nicht nur weil das Buch mit dem GetAbstract International Book Award 2018 ausgezeichnet wurde. Viele Arbeiten aus dem Team von Kollegen Prof. Dr. M. Eppler sind lehrreich, praktisch umsetzbar und sehr wirkungsvoll. So auch wieder das jüngste Buch ""MEET UP – Einfach bessere Besprechungen durch Nudging"". Die Lektüre hat die Runderneuerung des Konzepts für das jährliche Lehrstuhl-Teammeeting ausgelöst – hin zu einem Meet-up-Design. Auf der das Buch ergänzenden Site www.meetupbuch.de erhält man einen Eindruck von den Werkzeugen, die helfen, eine effektive Meeting-Kultur zu etablieren: Und unter ""Mitmachen"" bitte auch die eigenen Tipps&Tricks teilen....									",Kategorien Archiv: Leseempfehlung
Triple Overload: Immer hochgradig beschäftigt,"
                    Warum sind wir immer so beschäftigt? Das Whitepaper ""Dreifache Überlastung und was du dagegen tun kannst"" von Evernote Schweiz hinterfragt dieses verbreitete Leidensgefühl. Dieses wird gespeist von Daten-, Kommunikations- und kognitiver Überlastung. Lesenswert besonders wegen der vielen konkreten Tipps, wie man die Kontrolle über seinen Arbeitstag zurückgewinnen kann. Und keine Sorge, es geht keinesfalls um neue ""coole"" Tools, eher um einfache, kleine neue Gewohnheiten.
Bildquelle: https://twitter.com/ijukes/status/689549206088880128									",Kategorien Archiv: Leseempfehlung
Digital Natives – eine Legende,"
                    Was Tobias Zimmermann im Blog unter seiner Rubrik ""Urban Legends"" schreibt, könnte man auch nennen: Was Sie schon immer über Digital Natives wissen wollten. In seinem Beitrag erfahren Sie, dass es die Digital Natives gar nicht gibt, zumindest nicht, was sich dazu in den Köpfen vieler Bildungsverantwortlicher festgesetzt hat.
Foto: Universität St.Gallen, Hannes Thalmann									",Kategorien Archiv: Leseempfehlung
Data-Literacy-Kompetenzen vermitteln,"
                    Von Digital Literacy hat man schon viel gehört, weniger aber über Data-Literacy. Für das Hochschulforum Digitalisierung hat die Gesellschaft für Informatik gemeinsam mit dem Fraunhofer-Institut für Experimentelles Software-Engineering (IESE) ein Arbeitspapier (Nr. 32, Mai 18) verfasst, das Definitionen und den aktuellen Kenntnisstand dazu umfasst. Die Druckversion kann hier frei heruntergeladen werden.									",Kategorien Archiv: Leseempfehlung
Das Design Thinking Playbook,"
                    Design Thinking ist schon seit geraumer Zeit in aller Munde und wird von nicht wenigen als Allzweckwaffe für kreative Problemlösungen eingesetzt. Sicherlich gibt es schon hunderte Bücher zu diesem Thema und vielleicht haben Sie auch schon das eine oder andere davon gelesen. Nur wenige dieser Bücher verkörpern und leben den Design Thinking Spirit allerdings so wie das ""Design Thinking Playbook"" von Michael Lewrick, Patrick Link und Larry Leifer. Schon beim ersten Aufschlagen sieht man, dass dieses Buch anders ist. Die Vielzahl an Visualisierungen und Illustrationen holen den Leser nicht nur auf der kognitiven, sondern auch auf der visuell-emotionalen Ebene ab und schaffen einen besonderen Zugang zu der Thematik. Gleichzeitig setzen sie eines der wichtigsten Design-Thinking-Prinzipien -...									",Kategorien Archiv: Leseempfehlung
Monitor Digitale Bildung: Die Weiterbildung im digitalen Zeitalter,"
                    Die Ergebnisse der von der Bertelsmann Stiftung durchgeführten Studie ""Monitor Digitale Bildung"" zur Situation des digitalen Lernens in der Weiterbildungslandschaft in Deutschland zeigen: Digitales Lernen in der Weiterbildung findet überwiegend informell und selbstorganisiert statt. Nur etwa die Hälfte der Befragten lernt bisher digital. Wie digital ist die Weiterbildungslandschaft also wirklich? Die ausführliche Studie mit Zahlen und Fakten zu diesem Thema finden Sie unter: http://www.bertelsmann-stiftung.de/fileadmin/files/user_upload/BSt_Monitor_Digitale_Bildung_WB_web.pdf									",Kategorien Archiv: Leseempfehlung
Studie: Informationskompetenz bei Studierenden der Wirtschaftswissenschaften,"
                    Wie und wo finde ich die richtige Literatur für meine Recherche? Welche Suchwörter muss ich wo eingeben? Und woran erkenne ich, ob meine Quelle wissenschaftlich fundiert oder beim Stammtischgespräch entstanden ist? Diese und ähnliche Fragen stellen sich Studierende regelmässig und ebenso regelmässig wissen sie nur unzureichende Antworten darauf. Wie gut sich Studierende der Wirtschaftswissenschaften beim Recherchieren, Evaluieren und Verwerten von Informationen auskennen, hat jetzt eine Studie des ZBW (Leibniz-Informationszentrum Wirtschaft) untersucht. Durch eine Umfrage von 646 Teilnehmern von Universitäten, Fachhochschulen und Hochschulen für angewandte Wissenschaft an deutschen Hochschulen finden die Autoren, dass das grösste Problem bei der Literaturrecherche für rund zwe...									",Kategorien Archiv: Leseempfehlung
MMB Learning Delphi: Erklärfilme als Umsatzbringer der Stunde,"
                    Wie jedes Jahr präsentiert das mmb Institut mit der Trendstudie mmb Learning Delphi die Auswertung der Befragung zahlreicher E-Learning-Expertinnen und -Experten zum digitalen Lernen. Dabei kristallisieren sich als bedeutsamste Lernformen Blended Learning, Erklärfilme, Micro-Learning, Mobile Anwendungen und virtuelle Klassenräume heraus, während Web-basierte Trainings an Bedeutung verlieren. Der gesamte Report mit allen Ergebnissen und Insights ist abrufbar unter: www.mmb-institut.de/mmb-monitor/trendmonitor/mmb-Trendmonitor_2018_I.pdf									",Kategorien Archiv: Leseempfehlung
Buch „Lean Startup“: Zuhören und Dienen als Geschäftsprinzip,"
                    Viele, die aktuell BWL studieren, sehen sich als Startup-Jungunternehmer. In verschiedensten Kursen wird Eric Ries‘ Buch „The Lean Startup“ zitiert. Darin sind zeitgemässe Managementmethoden, frisch aus den Startup-Ökosystemen, beschrieben. Viele kennen den Titel und nutzen die coolen Begriffe „Smoke Test“, „MVP – Minimum Viable Product“, „Prototyp“ und „Experiment“. Aber man merkt der verbreiteten umgangssprachlichen Verwendung an, dass die Wenigsten das Buch gelesen und die Prinzipien wirklich verstanden haben. Die Lektüre ist lohnend! Allein das erste Drittel zu studieren macht Lust auf Selbstanwendung. Etliche Prinzipien bzw. Denkhaltungen kann man auch in der eigenen Arbeit in verschiedensten Projekten anwenden. Im Zentrum steht die Kundenzentrierung: Wenn m...									",Kategorien Archiv: Leseempfehlung
Buch Homo Deus – in was für einer Zukunft wollen wir leben?,"
                    An den Tagen zwischen den Jahren denken viele über die Zukunft nach. Wer gerne ein Buch lesen möchte, das reflektiert, wo es mit uns Menschen und den Algorithmen hingehen könnte, dem empfehle ich “Homo Deus - Eine Geschichte von Morgen” (Y.N. Harari).
Wer nur 5 Minuten bebilderte Lesezeit investieren möchte, kann sich die Pecha-Kucha-Präsentation ansehen, die eine meiner Studierenden zum Buch gestaltet hat (Text in Englisch)....									",Kategorien Archiv: Leseempfehlung
JIM-Studie 2017 zum Medienumgang von Jugendlichen,"
                    Nachdem sich Ältere heutzutage gerne an der Jugend orientieren, ist es immer wieder interessant zu wissen, wie Digital Innates sich in der Digitalen Welt bewegen. Die aktuelle JIM-Studie zum Medienumgang von 12- bis 19-Jährigen in Deutschland gibt Aufschluss und vielleicht auch Impulse für die Generation 50+.

Bildquelle: www.mpfs.de									",Kategorien Archiv: Leseempfehlung
Artificial Intelligence – Studierende wollen Anwendungen hands-on verstehen,"
                    In meiner Lehrveranstaltung „Value Creation with (Big) Data: Enterprise Solutions and Technologies for Text Analytics” frage ich neuerdings nach jedem Modul um Feedback. Und da zeigt sich, selbst Business-Studierende wollen nicht nur Live-Demos zum Zuschauen, sondern Hands-on-Erfahrung mit softwaretechnischen Umgebungen. O.k., da muss ich also ran, z.B. versuchen wir es mal mit Chatbots. Und ich habe eine gute Hilfe gefunden, ganz aktuell in der Redbooks-Serie von IBM: Building Cognitive Applications with IBM Watson Services. Auch sonst für Lehrveranstaltungen auf diesem Gebiet eine ergiebige Quelle, z.B. die Einführung zu Cognitive Computing in Volume 1: Getting Started.

Bildquelle: wikipedia.com, AlphaZeta...									",Kategorien Archiv: Leseempfehlung
"Wenn Website-Redesign ansteht, dann geht SEO jeden an","
                    Ende Jahr steht bei meinem Lehrstuhl ein Redesign der Website aback.iwi.unisg.ch an, um dem neuen CI-Webdesign der Universität zu entsprechen. Wir haben uns von einem in eigener Sache erfahrenen Praktiker, Jürgen Lauber (www.2ease.org) sehr effektiv beraten lassen. Nützliche Tipps, auf weniger als 10 Seiten zum Einlesen, finden sich auch hier im aktuellen AM-START-Magazin.

Bildquelle: Ausschnitt aus AM-START-Magazin									",Kategorien Archiv: Leseempfehlung
Motivation für die Online-Lehre: das preisgekrönte Video von Maryam Tsegaye,"
                    Mit dem untenstehenden Lernvideo ist Maryam Tseggaye für uns alle zu einem Vorbild geworden. In ihrem kurzen Video zeigt sie, was für ein mächtiges Lehrmedium das Video sein kann, wenn es richtig eingesetzt wird. Obwohl es für Schüler “nur” online zu sehen ist, zeigt sie viele der pädagogischen Möglichkeiten von Videos - vielfältig, sehr gut greifbar und sehr unterhaltsam.

Der Blog “Media & Learning” hat 12 Gründe veröffentlicht, warum wir uns alle ein Beispiel an diesem Video nehmen können: https://media-and-learning.eu/type/featured-articles/why-maryam-tsegayes-prizewinning-video-is-so-important-for-online-learning/ .

Viel Spass beim Schauen des Videos – wir sind schon jetzt inspiriert das nächste Semester noch wertvoller für die Studierenden und uns zu gest...									",Kategorien Archiv: Leseempfehlung
Zurück ins Büro? Mit diesen Veränderungen könnte es gehen (trotz Corona),"
                    Nach monatelanger Arbeit von zu Hause aus sind einige Unternehmen gespannt darauf, ins Büro zurückzukehren - und viele Remote-Mitarbeiter können es kaum erwarten, wieder aus dem Haus zu kommen. Aber da die Fallzahlen immer weiter ansteigen, beschäftigen sich die Arbeitgeber immer mehr mit der präventiven und alternativen Planung. Wann wird es sicher sein, wieder zur Arbeit zu gehen, und wenn es soweit ist, wie sollen die Büros aussehen? Wie sollten sie funktionieren, vor allem, wenn Millionen von Menschen planen, weiterhin aus der Ferne zu arbeiten?

Die Designfragen werden immer zahlreicher. Da ist zunächst einmal die Sicherheit. Wie viele Personen sind in einem Aufzug? Wie sieht es mit der Kontaktverfolgung aus? Auch Fairness ist ein Thema: Können Arbeitsbereiche digitale Mitarb...									",Kategorien Archiv: Leseempfehlung
Tipps und Tricks für erfolgreiches Präsentieren in Videokonferenzen,"
                    Eine Präsentation vor der Kamera zu halten ist etwas ganz anderes als im Raum vor einem physisch anwesenden Publikum zu präsentieren. Nach zehn Monaten in unserer Welt des Home-Office haben Sie wahrscheinlich gemerkt, dass es eine Herausforderung für Ihre Aufmerksamkeitsspanne ist, wenn Sie die Präsentation eines anderen Mitarbeiters per Videoanruf verfolgen. Richard Taylor (BBC-Korrespondent) hat zusammen mit Paul Boutin im Oktober einen sehr wertvollen Artikel verfasst, in dem die wichtigsten Grundlagen für einen erfolgreichen Videovortrag zusammengefasst sind. Wir geben in diesem Beitrag einen kurzen Einblick in die erwähnten Punkte, empfehlen Ihnen aber wärmsten den Originalbeitrag in seiner vollen Länge HIER zu lesen.

Unser favorisierter Tipp: Dial up one Energy Level! ""Ein ...									",Kategorien Archiv: Leseempfehlung
Studie – Digital Transformation Index 2020 von Dell Technologies,"
                    Der neue Report zur Digitalen Transformation von Dell Technologies ist im Sommer 2020 erschienen. Dieser umfasst eine Studie mit über 4300 Führungskräften aus der ganzen Welt, um die Transformationsbemühungen ihrer Unternehmen zu analysieren. Insgesamt deckt der Report 18 verschiedene Länder und 12 Industrien ab. Der Dell Technologies Digital Transformation Index (DT-Index) ist eine globale Benchmark, die den Stand der digitalen Transformation der Unternehmen weltweit darlegt und aufzeigt, wie sich die Unternehmen der unterschiedlichsten Industrien diesem digitalen Zeitalter anpassen. Diese Ausgabe ist nun schon die dritte des DT-Index und umfasst zusätzlich eine Analyse bzw. Momentaufnahme der letzten Monate und zeigt wie die Unternehmen mit der Covid19-Pandemie in Bezug auf die Dig...									",Kategorien Archiv: Leseempfehlung
Konfrontiert mit einer Flut von Kooperationsanfragen: So meistern Sportorganisationen die systematische Analyse und Bearbeitung,"
                    Im Rahmen seiner Dissertation haben Arne Grüttner, der Masterand Thomas Braschler und Prof. Dr. Andrea Back ein IT-Tool konzipiert, das Sportorganisationen dabei unterstützt, die grosse Anzahl von Kooperationsanfragen initial automatisiert zu bewerten und nachgelagerte Arbeitsschritte zu optimieren.

Der vollständige Artikel kann HIER gelesen werden.									",Kategorien Archiv: Leseempfehlung
Storytelling im eLearning Kontext – Tipps für die Praxis,"
                    Storytelling gehört sowohl im Unternehmenskontext als auch an der Universität zu einer beliebten Methode, um komplexe Themen auf das Wesentliche zu reduzieren und mehr Begeisterung bei den Lesern, Lernenden oder dem Kunden zu erzeugen. Die Einsatzmöglichkeiten sind sehr divers und so kann Storytelling schon in einer einfachen Mail, bei einem Pitch vor Investoren oder im eLearning Kontext für mehr Aufmerksamkeit sorgen. Mit den richtigen Werkzeugen lassen sich so emotionalisierte Inhalte vermitteln. Die Firma YouKnow hat einen Leitfaden zusammengestellt, und erklärt hierbei wie Storytelling im Unternehmenskontext (z.B. für eLearning Plattformen) angewendet werden kann und zeigt welche Methoden zur Vorbereitung einer guten Story dienen. 
Tipp 1: Dem Fluch des Wissens entkommen: Sich s...									",Kategorien Archiv: Leseempfehlung
Zukunftsforscher Janszky über unser Leben und Arbeiten im Jahr 2030,"
                    In einem sehr spannenden und inspirierenden Vortrag (siehe Video unten) über die Zukunft im Jahr 2030 prognostiziert Sven Gabor Janszky auf wissenschaftlicher Basis, wie sich unser Leben und Arbeiten verändern wird. Was genau macht man als Wissenschaftler, wenn man die Zukunft prognostizieren möchte? Man redet mit den Menschen, die mit ihren heutigen Entscheidungen mehr über die Zukunft bestimmen, als andere Menschen. Oft befinden sich diese Menschen im Silicon Valley und in China, so Janszky.

Besonders interessant sind seine Anekdoten zum zukünftigen Nutzen unserer Daten. Dabei legt er besonderes Augenmerk auf die Echtzeitdaten. Janszky spricht hierbei von prognostizierenden Unternehmen (predictive Enterprises), die nicht nur ihre vergangenen Verkaufszahlen analysieren können, sond...									",Kategorien Archiv: Leseempfehlung
Welche Trends werden in drei Jahren das digitale Lernen und die Weiterbildung bestimmen?,"
                    Googelt man das Stichwort ""digitales Lernen"", so ist der Phantasie keine Grenzen gesetzt: die innovativsten Ansätze mit Künstlicher Intelligenz und Co. werden für die Zukunft prognostiziert. Doch mit welchen digitalen Weiterbildungstools können wir in den nächsten drei Jahren wirklich rechnen? Das mmb-Institut hat im Februar eine neue Trendstudie zu diesem Thema veröffentlicht, die auf einer Befragung von über 60 Experten und Expertinnen aus dem Feld ""digitales Lernen"" basiert. Wir haben uns diese genauer angeschaut und die drei spannendsten Prognosen hier zusammengefasst:

(1) Sehr spannend war die Frage nach den zukunftsträchtigsten Lernformen: Erklärvideos haben hier mit 94% klar gewonnen. Doch auch Blended Learning, was soviel wie die Mischung von Präsenzlernen und ...									",Kategorien Archiv: Leseempfehlung
Big Data in der Lehre (be)greifbar machen,"
                    Big Data ist ein sehr fundamentales und komplexes Konzept. Auch Kinder und Jugendliche sind schon davon betroffen, wenn sie im Netz surfen, online Geschenke für die Eltern einkaufen, oder ganz simpel mit Freunden chatten. Um das abstrakte Konzept ""Big Data"", sowie den Wert der Daten und die Konsequenzen von Big Data greifbarer zu machen, hat das Museum für Kommunikation zusammen mit dem Nationalen Forschungsprogramm 75 für Big Data ein Lehrmittel in PDF-Form erstellt. Dieses Lehrbuch ist modular aufgebaut und kann je nach zeitlicher Möglichkeit in die Klasse, die Vorlesung oder andere Kurse eingebaut werden. Begleitend können auch ein Spiel und eine Art Arbeitsbuch heruntergeladen werden, um die Big-Data-Lehre spielerischer zu gestalten. Vor allem das Arbeitsbuch ist sehr strukturiert...									",Kategorien Archiv: Leseempfehlung
Mehr (digitale) Privatsphäre durch besondere Kleidung?,"
                    Durch die Digitalisierung entsteht ein ganz neues Bewusstsein für die Privatsphäre. Und so wird der Markt um Mode, die uns vor der Digitalisierung schützt bzw. uns Privatsphäre gibt, immer größer. Da wo die Camouflage-Kleidung Soldaten in der verstaubten Umgebung verschwinden lassen soll, ermöglichen es besondere Kleidungsstücke und Accessoires uns in der alltäglichen Umgebung vor Überwachungskameras und automatischer Gesichtserkennung zu schützen. Ein interessanter Artikel der Süddeutschen Zeitung wirft zu diesem Thema einen kritischen Blick auf den durch die Digitalisierung veränderten öffentlichen Raum und die damit einhergehende Entwicklung der Mode.  
Ähnliche Ziele der Nichterkennung können bei den Demonstranten auf den Strassen von Hongkong wahrgenommen werden. Mit ...									",Kategorien Archiv: Leseempfehlung
Leseempfehlung: Studie über den Einsatz interner sozialer Netzwerke in Unternehmen,"
                    Soziale Netzwerke sind seit Jahren allgegenwärtig und prägen unser tägliches Miteinander, sowie unseren Informations- und Wissensaustausch. Auch Unternehmen haben diesen Trend für sich entdeckt und nutzen daher digitale Plattformen wie Facebook für Marketing- und Kundenbindungszwecke. Doch auch für die interne Unternehmenskommunikation werden soziale Plattformen wie Skype immer häufiger genutzt. Dieser digitale Wissensaustausch kann sich logischerweise auf alle Bereiche im Unternehmen auswirken und so kann eine interne soziale Plattform beispielsweise Vorteile für das Wissensmanagement, als auch das Innovationsmanagement haben. Doch wie weit sind Unternehmen wirklich, wenn es um die Anwendung von internen sozialen Netzwerken geht und welche Vor- und Nachteile verbergen si...									",Kategorien Archiv: Leseempfehlung
Drei Fragen für die Persönlichkeitsentwicklung in «Das Café am Rande der Welt» (Buchreview),"
                    Die Handlung. Der Bestseller «Das Café am Rande der Welt» von John Strelecky ist ein bekanntes Buch über den Sinn des Lebens. Es handelt von John — einem überforderten Werbemanger — der sich verirrt hat und daher in einem Café mitten im Nirgendwo kurz rasten möchte. Ein kurzer Blick auf die Speisekarte konfrontiert John mit drei Fragen:

 	Warum bist du hier?
 	Hast du Angst vor dem Tod?
 	Führst du ein erfülltes Leben?

Als sich John endlich auf diese Fragen einlässt, versucht er sie im gemeinsamen Dialog mit dem Koch, der Kellnerin und einem weiteren Gast zu beantworten. Letztendlich bleibt John den ganzen Abend in dem Café, um Antworten auf die drei Fragen zu finden. Als er das Café zu später Stunde verlässt, hat er nicht nur viele neue Erkenntnisse über das Le...									",Kategorien Archiv: Leseempfehlung
Big Data in der Lehre (be)greifbar machen,"
                    Big Data ist ein sehr fundamentales und komplexes Konzept. Auch Kinder und Jugendliche sind schon davon betroffen, wenn sie im Netz surfen, online Geschenke für die Eltern einkaufen, oder ganz simpel mit Freunden chatten. Um das abstrakte Konzept ""Big Data"", sowie den Wert der Daten und die Konsequenzen von Big Data greifbarer zu machen, hat das Museum für Kommunikation zusammen mit dem Nationalen Forschungsprogramm 75 für Big Data ein Lehrmittel in PDF-Form erstellt. Dieses Lehrbuch ist modular aufgebaut und kann je nach zeitlicher Möglichkeit in die Klasse, die Vorlesung oder andere Kurse eingebaut werden. Begleitend können auch ein Spiel und eine Art Arbeitsbuch heruntergeladen werden, um die Big-Data-Lehre spielerischer zu gestalten. Vor allem das Arbeitsbuch ist sehr strukturiert...									",Kategorien Archiv: Linktipps
Mehr (digitale) Privatsphäre durch besondere Kleidung?,"
                    Durch die Digitalisierung entsteht ein ganz neues Bewusstsein für die Privatsphäre. Und so wird der Markt um Mode, die uns vor der Digitalisierung schützt bzw. uns Privatsphäre gibt, immer größer. Da wo die Camouflage-Kleidung Soldaten in der verstaubten Umgebung verschwinden lassen soll, ermöglichen es besondere Kleidungsstücke und Accessoires uns in der alltäglichen Umgebung vor Überwachungskameras und automatischer Gesichtserkennung zu schützen. Ein interessanter Artikel der Süddeutschen Zeitung wirft zu diesem Thema einen kritischen Blick auf den durch die Digitalisierung veränderten öffentlichen Raum und die damit einhergehende Entwicklung der Mode.  
Ähnliche Ziele der Nichterkennung können bei den Demonstranten auf den Strassen von Hongkong wahrgenommen werden. Mit ...									",Kategorien Archiv: Linktipps
Das Büro der Zukunft: eine Visualisierung,"
                    In dem neuen Spezial-Magazin ""New Work"" der FAZ wurde eine spannende Beitrags-Reihe zur Arbeitswelt von morgen veröffentlicht. In diesen Beiträgen werden vor allem Themen zu neuen Arbeitskulturen und Arbeitstechnologien behandelt. Eine Visualisierung aus dem Themenbereich ""Arbeitsumgebung"" hat uns besonders gut gefallen und diese möchten wir daher hier vorstellen. 
Wie dem Bild links oben zu entnehmen ist, entwickeln sich Büros immer mehr hin zu bunten ""Spielplätzen"", die aus verschiedensten Komponenten bestehen. Vergleicht man dies noch mit Büros von vor 15 Jahren, ist der Unterschied drastisch. 
Einige Aspekte werden wir unten aufgreifen. Um eine vollständige Beschreibung ""des Büros der Zukunft"" zu bekommen, bitte auf folgenden Link klicken und auf der Website ein wenig nach un...									",Kategorien Archiv: Linktipps
